    ,,,D7519,潮汕,广州东,广深公司,-490.5,-3.0
    ,,,D7531,潮汕,广州东,广深公司,-194.0,-1.0
    ,,,D9721,潮汕,深圳北,厦深广东,-89.5,-1.0
    ,,,D9724,深圳北,潮汕,厦深广东,45.0,6.0
    ,,,D9726,深圳北,潮汕,厦深广东,52.5,7.0
    ,,,G1010,深圳北,武汉,广铁集团,358.0,2.0
    ,,,G1602,深圳北,合肥南,上海,-1049.0,7.0
    ,,,G1653,上海虹桥,厦门北,上海,288.0,1.0
    ,,,G1676,厦门北,徐州东,上海,-137.5,-11.0
    ,,,G2914,深圳北,南宁东,南宁,243.5,1.0
    ,,,G356,厦门北,北京南,南昌,133.5,4.0
    ,,,G6110,广州南,长沙南,广铁集团,-244.0,-1.0
    ,,,G6204,深圳北,广州南,广深港公司,-79.0,-2.0
    ,,,G6303,潮汕,广州南,厦深广东,-312.5,-2.0
    ,,,G6305,广州南,潮汕,厦深广东,60.5,9.0
    ,,,G6311,潮汕,广州南,厦深广东,12542.5,90.0
    ,,,G6315,潮汕,广州南,厦深广东,12531.5,102.0
    ,,,G6317,广州南,潮汕,厦深广东,78.0,10.0
    ,,,G6319,潮汕,广州南,厦深广东,20292.0,198.0
    ,,,G6321,广州南,潮汕,厦深广东,-614.0,9.0
    ,,,G6323,潮汕,广州南,厦深广东,27435.0,197.0
    ,,,G6325,广州南,潮汕,厦深广东,-244.0,9.0
    ,,,G6327,潮汕,广州南,厦深广东,14888.0,146.0
    ,,,G6329,广州南,潮汕,厦深广东,-33.5,16.0
    ,,,G6520,福田,广州南,广深港公司,39.5,1.0
    ,,,G6522,福田,广州南,广深港公司,39.5,1.0
    ,,,G9647,潮汕,广州南,厦深广东,5956.0,62.0
    ,,,K1276,南昌,包头,呼和浩特,-50.5,-1.0
    ,,,K244,厦门,西安,西安,-458.0,-2.0
    ,,,K356,广州,重庆北,成都,-448.0,-2.0
    ,,,K4108,广州东,武昌,武汉,-54.5,-1.0
    ,,,K4488,汕头,武昌,广深公司,-172.5,-1.0
    ,,,K4518,广州东,重庆北,成都,-156.5,-1.0
    ,,,K4535,汉口,重庆,武汉,-496.0,-4.0
    ,,,K4570,广州,成都,成都,-916.0,-4.0
    ,,,K4646,广州东,达州,广深公司,-366.0,-3.0
    ,,,K486,深圳,成都东,广铁集团,-198.0,-1.0
    ,,,K4912,厦门,广安,南昌,244.0,2.0
    ,,,K502,广州,成都东,广铁集团,-224.0,-1.0
    ,,,K6550,广州东,永州,广铁集团,-267.5,-3.0
    ,,,K6554,广州,永州,羊城总公司,-91.0,-1.0
    ,,,K6558,广州东,永州,羊城总公司,-107.0,-1.0
    ,,,K688,汕头,重庆北,广梅汕公司,-246.0,-1.0
    ,,,K795,广州东,鹰潭,南昌,25.0,2.0
    ,,,K800,汕头,武昌,广梅汕公司,-666.0,-4.0
    ,,,K814,深圳,达州,三茂公司,-224.0,-1.0
    ,,,T8380,汕头,广州东,广梅汕公司,-137.0,-1.0
